subject Consultant,Fund code,Order type,Title,Author,Citation,Subject,Other,Type,Creator,Date,ISBN,Library,Location,Item policy,Reporting code 1,Reporting code 2,Reporting code 3,Hold for,Notify,Additional information
Adina_Bradeanu,FK8011-xPRAC-A14-OO,Electronic_Book_One_Time,,,,,,,,,,ARTBL_Art_Archaeology_and_Ancient_World_Library,ART1F_1st_Floor,Equipment_Loanable,READING_LIST_Reading_list,FC8007BOOKSERIES_FC8007_Book_series,VATDATABASE_VAT_Database,,,
